ITEM,DESCRIP,Gauge,Color
EAVEH29BWWA         ,29GA BONE WHITE / WHITEWASH SMP EAVEH                                                               ,29,BONE WHITE/WASH     
1236OCP24BKWA       ,24GA BLACK / WASH SMP 1236OCP                                                                       ,24,BLACK/WASH          
MC26BKWA36E         ,"26GA BLACK / WASH SMP 36"" GR80 MASTER COIL                                                          ",26,BLACK/WASH          
DCOCP26CPWA         ,26GA COPPER PENNY / WASH PVDF DCOCP                                                                 ,26,COPPER PENNY/WASH   
COR24CWGD           ,24GA CAMBRIDGE WHITE / GOLD SMP CORRUGATED                                                          ,24,GOLD/CAMBRIDGE WHITE
PR12NR24TRWA        ,*NO RIB* 24GA TILE RED / WHITEWASH SMP PROLOK 12                                                    ,24,TILE RED/WASH       
1236PEAK26BWWA      ,26GA BONE WHITE / WHITEWASH SMP 1236PEAK                                                            ,26,BONE WHITE/WASH     
DCJT126PWCB         ,26GA POLAR WHITE / COFFEE BROWN SMP DCJT1                                                           ,26,POLAR WHITE/COFFEE B
CF22SLGWA48         ,"*48"" CUSTOM* 22GA SLATE GREY / WHITEWASH PVDF FLASHING                                              ",22,SLATE GREY/WASH     
DIA26CWSP           ,26GA CAMBRIDGE WHITE / SWEET PEA SMP DIAMOND                                                        ,26,SWEET PEA/CAMBRIDGE 
SC24BSLWA3          ,"24GA BURNISHED SLATE / WHITEWASH TEX 3.162"" SLIT COIL                                               ",24,BURNISHED SLATE/WASH
FLAT26ONXWA36120    ,"26GA BLACK ONYX / WHITEWASH TEX 36"" x 120"" FLAT                                                     ",26,BLACK ONYX/WASH     
WS126CGCG           ,26GA CHARCOAL GREY / CHARCOAL GREY SMP WS1                                                          ,26,CHARCOAL GREY/CHARCO
HF12W24HOMWA        ,24GA HOMESTEAD / WHITEWASH PVDF HF12 WAVY                                                           ,24,HOMESTEAD/WASH      
FLAT24DBCWA36120    ,"24GA CAS DARK BRONZE / WHITEWASH PVDF 36"" x 120"" FLAT                                               ",24,CAS DARK BRONZE/WASH
CF22LBKWA12         ,"*12"" CUSTOM* 22GA LOW GLOSS BLACK / WHITEWASH PVDF FLASHING                                         ",22,LOW GLOSS BLACK/WASH
636JT124PWDK        ,24GA POLAR WHITE / DARK BROWN SMP 636JT1                                                            ,24,DARK BROWN/POLAR WHI
WSPEAK26DRWI        ,26GA DARK RED / WICKER SMP WSPEAK                                                                   ,26,WICKER/DARK RED     
WSGT26DRWI          ,26GA DARK RED / WICKER SMP WSGT                                                                     ,26,WICKER/DARK RED     
COIL26WHWW48        ,"26GA BRITE WHITE / WHITE WHITE SMP 48"" x 50' COIL                                                   ",26,BRITE WHITE/WHITE WH
CF24BROWA6          ,"*6"" CUSTOM* 24GA BRONZE / WHITEWASH PVDF FLASHING                                                   ",24,BRONZE/WASH         
1236WT26DBWWA       ,26GA WF DARK BRONZE / WHITEWASH PVDF 1236WT                                                         ,26,WF DARK BRONZE/WASH 
WS126DRWI           ,26GA DARK RED / WICKER SMP WS1                                                                      ,26,WICKER/DARK RED     
CF24BROWA24         ,"*24"" CUSTOM* 24GA BRONZE / WHITEWASH PVDF FLASHING                                                  ",24,BRONZE/WASH         
CF24BROWA9          ,"*9"" CUSTOM* 24GA BRONZE / WHITEWASH PVDF FLASHING                                                   ",24,BRONZE/WASH         
WSJT124GA           ,24GA GALVANIZED WSJT1                                                                               ,24,GALVANIZED          
PB622RGCW           ,22GA REGENT GREY / CAMBRIDGE WHITE SMP PROBOARD 6                                                   ,22,CAMBRIDGE WHITE/REG 
PBEZT24RGCW         ,24GA REGENT GREY / CAMBRIDGE WHITE SMP PBEZT                                                        ,24,CAMBRIDGE WHITE/REG 
PBEZT24CWRG         ,24GA CAMBRIDGE WHITE / REGENT GREY SMP PBEZT                                                        ,24,CAMBRIDGE WHITE/REG 
WMIC29DK            ,29GA DARK BROWN SMP WMIC                                                                            ,29,AUTUMN/WASH         
FLAT26ONXWA4896     ,"26GA BLACK ONYX / WHITEWASH TEX 48"" x 96"" FLAT                                                      ",26,BLACK ONYX/WASH     
BOBA26ONXWA         ,26GA BLACK ONYX / WHITEWASH TEX BOARD & BATTEN                                                      ,26,BLACK ONYX/WASH     
CLFL24IRONCA48      ,"*CUSTOM LENGTH* 24GA IRON ORE / CASHMRE SMP 48"" FLAT                                                ",24,IRON ORE/CASHMERE   
COIL26LBKWA9        ,"26GA LOW GLOSS BLACK / WHITEWASH PVDF 9"" x 50' COIL                                                 ",26,LOW GLOSS BLACK/WASH
CF22MBSG4           ,"*4"" CUSTOM* 22GA METRO BROWN / STONE GREY SMP FLASHING                                              ",22,STONE GREY/METRO BRO
HF12P24CPWA         ,*PERF* 24GA COPPER PENNY / WHITEWASH PVDF HF12                                                      ,24,COPPER PENNY/WASH   
HF12R224HOMWA       ,*2 RIB* 24GA HOMESTEAD / WHITEWASH PVDF HF12                                                        ,24,HOMESTEAD/WASH      
DIA24WCWA           ,24GA WEATHERED COPPER / WHITEWASH PVDF DIAMOND                                                      ,24,WTHRD COPPER/WASH   
SPS24ONXWA          ,24GA BLACK ONYX / WHITEWASH TEX SHEAR PANEL SHEET                                                   ,24,BLACK ONYX/WASH     
SPSFLAT24ONXWA      ,"24GA BLACK ONYX / WASH TEX 48"" x 81-3/8"" FLAT                                                       ",24,BLACK ONYX/WASH     
SPS24HOMWA          ,24GA HOMESTEAD / WASH PVDF SHEAR PANEL SHEET                                                        ,24,HOMESTEAD/WASH      
SPSFLAT24HOMWA      ,"24GA HOMESTEAD / WASH PVDF 48"" x 81-3/8"" FLAT                                                       ",24,HOMESTEAD/WASH      
SPS24MESWA          ,24GA MESQUITE / WHITEWASH PE SHEAR PANEL SHEET                                                      ,24,MESQUITE/WASH       
SPSFLAT24MESWA      ,"24GA MESQUITE / WASH PE 48"" x 81-3/8"" FLAT                                                          ",24,MESQUITE/WASH       
DIV224BWWA          ,24GA BONE WHITE / WHITEWASH SMP DIV2                                                                ,24,BONE WHITE/WASH     
VH3626LBKWA         ,26GA LOW GLOSS BLACK / WHITEWASH PVDF VH36                                                          ,26,LOW GLOSS BLACK/WASH
MC16GN48S-40        ,"16GA GALVANNEAL 48"" GR40 MASTER COIL                                                                ",16,GALVANNEAL          
MC18GN48S-40        ,"18GA GALVANNEAL 48"" GR40 MASTER COIL                                                                ",18,GALVANNEAL          
MC20GN48S-40        ,"20GA GALVANNEAL 48"" GR40 MASTER COIL                                                                ",20,GALVANNEAL          
PB6P22RWWA          ,*PERF* 22GA REGAL WHITE / WHITEWASH PVDF PROBOARD 6                                                 ,22,REGAL WHITE/WASH    
SC22RWWA8           ,"22GA REGAL WHITE / WHITEWASH PVDF 8.85"" SLIT COIL                                                   ",22,REGAL WHITE/WASH    
CORDC24ANWA         ,24GA ACORN / WHITEWASH PVDF CORDC                                                                   ,24,ACORN/WASH          
DCDC24AUTWA         ,24GA AUTUMN / WHITEWASH PVDF DCDC                                                                   ,24,AUTUMN/WASH         
DCDC24ANWA          ,24GA ACORN / WHITEWASH PVDF DCDC                                                                    ,24,ACORN/WASH          
PR12NR26SMWA        ,*NO RIB* 26GA SILVER METALLIC / WHITEWASH PVDF PROLOK 12                                            ,26,SILVER METALLIC/WASH
CFP26BKBK18         ,"*PERF*18"" CUSTOM* 26GA BLACK / BLACK SMP FLASHING                                                   ",26,BLACK/BLACK         
CFP26BKBK15         ,"*PERF*15"" CUSTOM* 26GA BLACK / BLACK SMP FLASHING                                                   ",26,BLACK/BLACK         
CFP26BKBK9          ,"*PERF*9"" CUSTOM* 26GA BLACK / BLACK SMP FLASHING                                                    ",26,BLACK/BLACK         
COIL26LBKWA6        ,"26GA LOW GLOSS BLACK / WHITEWASH PVDF 6"" x 50' COIL                                                 ",26,LOW GLOSS BLACK/WASH
COIL26LBKWA48       ,"26GA LOW GLOSS BLACK / WHITEWASH PVDF 48"" x 50' COIL                                                ",26,LOW GLOSS BLACK/WASH
SODC29BKWA          ,29GA BLACK / WHITEWASH SMP SODC                                                                     ,29,BLACK/WASH          
SS226PTPS           ,26GA PACIFIC TURQUOISE / PEBBLESTONE SMP SS2 (REINFORCED)                                           ,26,PACIFIC TURQ/PEBBLE 
CF24KNOWA36         ,"*36"" CUSTOM* 24GA KNOTTY PINE / WASH PE FLASHING                                                    ",24,KNOTTY PINE/WASH    
CLFL24KNOWA48       ,"*CUSTOM LENGTH* 24GA KNOTTY PINE / WHITEWASH PE 48"" FLAT                                            ",24,KNOTTY PINE/WASH    
PR1224SGLB          ,24GA STONE GREY / LABRADOR BLUE SMP PROLOK 12                                                       ,24,LABRADOR BLUE/STONE 
SC24BSLWA9          ,"24GA BURNISHED SLATE / WHITEWASH TEX 9.668"" SLIT COIL                                               ",24,BURNISHED SLATE/WASH
BOBA26IRONSW        ,26GA IRON ORE / SURF WHITE SMP BOARD & BATTEN                                                       ,26,IRON ORE/SURF WHITE 
SPS24PONWA          ,24GA PONDEROSA / WHITEWASH PVDF SHEAR PANEL SHEET                                                   ,24,PONDEROSA/WASH      
SPSFLAT24PONWA      ,"24GA PONDEROSA / WASH PVDF 48"" x 81-3/8"" FLAT                                                       ",24,PONDEROSA/WASH      
COR24IRONCG         ,24GA IRON ORE / CHARCOAL GREY SMP CORRUGATED                                                        ,24,IRON ORE/CHARCOAL GR
WF63624SGLB         ,24GA STONE GREY / LABRADOR BLUE SMP WF636                                                           ,24,LABRADOR BLUE/STONE 
HF1224IRONCG        ,24GA IRON ORE / CHARCOAL GREY SMP HF12                                                              ,24,IRON ORE/CHARCOAL GR
SC24IRONCG16        ,"24GA IRON ORE / CHARCOAL GREY SMP 16"" SLIT COIL                                                     ",24,IRON ORE/CHARCOAL GR
HF624REWA           ,24GA REGAL BLUE / WHITEWASH PVDF HF6                                                                ,24,REGAL BLUE/WASH     
SC24REWA9           ,"24GA REGAL BLUE / WHITEWASH PVDF 9.668"" SLIT COIL                                                   ",24,REGAL BLUE/WASH     
CF26CGCG9           ,"*9"" CUSTOM* 26GA CHARCOAL GREY / CHARCOAL GREY SMP FLASHING                                         ",26,CHARCOAL GREY/CHARCO
MC24IRONCG48S       ,"24GA IRON ORE / CHARCOAL GREY SMP 48"" GR33 MASTER COIL                                              ",24,IRON ORE/CHARCOAL GR
CF24MOWA12          ,"*12"" CUSTOM* 24GA MOCHA / WHITEWASH PVDF FLASHING                                                   ",24,MOCHA/WASH          
COR24MOWA           ,24GA MOCHA / WHITEWASH PVDF CORRUGATED                                                              ,24,MOCHA/WASH          
HFOCP24TWBWA        ,24GA TWILIGHT BLUE / WHITEWASH PVDF HFOCP                                                           ,24,TWILIGHT BLUE/WASH  
1236HD26PWDK        ,26GA POLAR WHITE / DARK BROWN SMP 1236HD                                                            ,26,POLAR WHITE/DARK BRO
1236WT26PWDK        ,26GA POLAR WHITE / DARK BROWN SMP 1236WT                                                            ,26,POLAR WHITE/DARK BRO
CORP24LU            ,*PERF* 24GA GALVALUME CORRUGATED                                                                    ,24,GALVALUME           
MCP24LU48S          ,"*PERF* 24GA GALVALUME 48"" GR33 MASTER COIL                                                          ",24,GALVALUME           
CP124LU             ,24GA GALVALUME CP1                                                                                  ,24,GALVALUME           
ICP124LU            ,24GA GALVALUME ICP1                                                                                 ,24,GALVALUME           
636SKY2B26DGRG      ,26GA CAS DARK GREEN / REGENT GREY SMP 636SKY2B                                                      ,26,CAS DARK GREEN/REGEN
WSEAVE26DGRG        ,26GA CAS DARK GREEN / REGENT GREY SMP WSEAVE                                                        ,26,CAS DARK GREEN/REGEN
MCP26BKBK43S        ,"*PERF* 26GA BLACK / BLACK 43"" GR33 MASTER COIL                                                      ",26,BLACK/BLACK         
DCRP26BKBK          ,*REVERSE*PERF* 26GA BLACK / BLACK SMP DURACLAD                                                      ,26,BLACK/BLACK         
PB424LBSG           ,24GA LABRADOR BLUE / STONE GREY SMP PROBOARD 4                                                      ,24,LABRADOR BLUE/STONE 
SC24LBSG6           ,"24GA LABRADOR BLUE / STONE GREY SMP 6.85"" SLIT COIL                                                 ",24,LABRADOR BLUE/STONE 
SC24IOWA6           ,"24GA INT'L ORANGE / WHITEWASH SMP 6.85"" SLIT COIL                                                   ",24,INT'L ORANGE/WASH   
PB424IOWA           ,24GA INT'L ORANGE / WHITEWASH SMP PROBOARD 4                                                        ,24,INT'L ORANGE/WASH   
PB424GDCW           ,24GA GOLD / CAMBRIDGE WHITE SMP PROBOARD 4                                                          ,24,GOLD/CAMBRIDGE WHITE
PB424TCWA           ,24GA TERRA COTTA / WHITEWASH PVDF PROBOARD 4                                                        ,24,TERRA COTTA/WASH    
CORJT126CGCG        ,26GA CHARCOAL GREY / CHARCOAL GREY SMP CORJT1                                                       ,26,CHARCOAL GREY/CHARCO
HF12R122PMWA        ,*1 RIB* 22GA PARCHMENT / WHITEWASH PVDF HF12                                                        ,22,PARCHMENT/WASH      
FLAT22SWTN4896      ,"22GA SURF WHITE / TAN SMP 48"" x 96"" FLAT                                                            ",22,SURF WHITE/TAN      
FLAT22BWWW4896      ,"22GA BONE WHITE / WHITE WHITE SMP 48"" x 96"" FLAT                                                    ",22,BONE WHITE/WHITE    
HF6P24LPWA          ,*PERF* 24GA LIGHT PINE / WHITEWASH PE HF6                                                           ,24,LIGHT PINE/WASH     
DCSKY2C26IRONSW     ,26GA IRON ORE / SURF WHITE SMP DCSKY2C                                                              ,26,IRON ORE/SURF WHITE 
DCSKY2B26IRONSW     ,26GA IRON ORE / SURF WHITE SMP DCSKY2B                                                              ,26,IRON ORE/SURF WHITE 
DCSKY2A26IRONSW     ,26GA IRON ORE / SURF WHITE SMP DCSKY2A                                                              ,26,IRON ORE/SURF WHITE 
SKY1A26IRONSW       ,26GA IRON ORE / SURF WHITE SMP SKY1A                                                                ,26,IRON ORE/SURF WHITE 
